번호,인정기관명,인증기업명(국문),현상태,사업자등록번호,메인사업장 지역코드,메인사업장 주소,종업원수(전체),전화번호,E-Mail,Fax,담당자,대표자,우편번호,인증표준,인증번호,최초인증일(기관 최초),최초인증일(인증서 최초),인증유효 시작일자,인증유효 만료일자,인증범위 입력,산업분류코드1,산업분류코드2,산업분류코드3
485,KAB,㈜차연,,312-86-52327,충남,"충남 천안시 동남구 수신면 송내길 47 (장산리, (주)코스틸)",1,041-622-8766,khr845@hanmail.net,041-622-8768,양순모,박남수,31252,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"식품농축액(쌍화, 사과, 포도), 식품향료(파인애플, 인삼, 홍삼, 쌍화)의 개발 및 제조",CⅡ,,
486,KAB,장애인보호작업장 솔빛터,,127-41-19807,경기,경기 의정부시 산단로76번길 93 (용현동),1,031-821-6920,Ms6040@daum.net,031-821-6919,서지수,채명숙,11787,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"김가공품(조미김, 자반김, 도시락김)의 제조",CⅣ,,
487,KAB,윤가네장독대,,222-09-83661,강원,강원 삼척시 노곡면 노곡로 179 (상월산리),1,033-573-8441,kiaysn21@hanmail.net,033-575-2550,김명희 대표,김명희,25940,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"장류 (고추장, 된장, 청국장, 간장, 기타장), 가자미식해 및 액상차 (매실청)의 개발 및 제조",CⅣ,,
488,KAB,㈜제주돈누리포크,,616-81-32117,제주,제주특별자치도 제주시 오등14길 35-1 (오등동),1,064-724-8020,dnlpork@naver.com,064-724-8023,고성근 대표,고성근,63240,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,돈육(포장육)의 가공 및 제조,CⅠ,,
489,KAB,광주시 장애인보호 작업장,,228-82-60956,경기,경기 광주시 곤지암읍 광여로 166-12 (열미리),1,031-768-6357,gwangju2340@hanmail.net,031-768-6358,최창무,권미영,12717,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,견과류의 제조,CⅡ,,
490,KAB,버드로그,,441-87-00653,대전,"대전 유성구 가정북로 68 (장동, 대덕대학교)",1,042-365-2757,yyy@birdlog.co.kr,042-364-2757,임유영 대표,임유영,34111,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"조류 사료 (알곡, 미네랄블럭, 견과류, 과일믹스)의 개발 및 제조",DⅠ,,
491,KAB,사랑on,,129-82-12822,경기,"경기 성남시 중원구 사기막골로62번길 37 (상대원동, 스타타워)",1,031-8018-5070,sarang_on@hanmail.net,031-8018-5071,정성복 과장,이상모,13211,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,도시락의 제조,E,,
492,KAB,㈜케비젠,,220-81-94396,전북,전북 전주시 덕진구 반룡로 62 (팔복동2가),2,063-214-1691,chebigen08@naver.com,063-214-1692,신홍식 대표,신홍식,54853,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,건강기능식품(유산균 및 오메가 3 이중마이크로캡슐)의 개발 및 제조,K,,
493,KAB,농업회사법인 주식회사 아침미소,,616-81-91440,제주,제주특별자치도 제주시 첨단동길 160-20 (월평동),1,064-653-7736,nongwony@hanmail.net,064-752-2545,이원시,양혜숙,63311,ISO 22000:2005,,2017-09-11,,2023-09-11,2026-09-10,"치즈(모짜렐라 치즈, 스트링 치즈, 구워먹는 치즈)와 유제품(우유, 요거트)의 가공 및 제조",CⅠ,,
494,KAB,(주)포세카 평택지점,인증취소,705-85-00081,경기,경기 평택시 고덕면 여염리 1647,1,02-711-1325,yechae@foseca.com,02-711-1329,채영은 과장,윤찬혁,17786,ISO 22000:2018,KOR/FSMS/00428/9060,2016-02-01,,2025-06-13,2028-06-12,단제급식의 서비스,E,,
495,KAB,㈜에이치앤포세카,인증완료,486-88-00459,서울,"서울 마포구 큰우물로 75 (도화동, 성지빌딩)",1,02-711-1328,yechae@foseca.com,02-703-4589,채영은 과장,윤찬혁,4158,ISO 22000:2018,KOR/FSMS/00427/9059,2016-08-03,,2025-06-13,2028-06-12,단체급식 서비스,E,,
496,KAB,㈜8푸드,,105-87-47806,서울,서울 종로구 종로8길 17 (관철동),1,070-4946-2794,8food-in@naver.com,02-338-8710,김예은,강경환,3189,ISO 22000:2018,,2016-08-03,,2025-06-13,2028-06-12,"소스류, 파우더류의 제조 및 유통",CⅣ,,
497,KAB,㈜오엠푸드,,209-81-63635,서울,"서울 성북구 동소문로17길 37 (동소문동6가, 한강팰리스)",1,02-928-5669,jis@ovenmaru.com,02-927-5662,정이삭,박성우,2830,ISO 22000:2018,,2016-08-03,,2025-06-13,2028-06-12,"소스류, 파우더류의 제조 및 유통",CⅣ,,
498,KAB,㈜우리집식품,,126-81-79147,경기,"경기 동두천시 천보산로639번길 23-10 (탑동동, 김치공장)",1,031-868-8510,minsok2004@naver.com,031-868-8511,윤인 팀장,윤종문,11360,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,김치의 생산,CⅢ,,
499,KAB,진안종합식품,,136-16-61549,인천,"인천 강화군 하점면 고려산로 89-7 (부근리, 진안종합식품)",1,032-933-4601,jahks@naver.com,032-933-2914,한상일 부장,한광성,23014,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,단무지의 생산,CⅡ,,
500,KAB,스위트몬스터㈜,,128-87-10641,경기,경기 고양시 일산동구 은마길 163-34 (설문동),1,031-904-9233,jmkin@sweetmonster.co.kr,02-6499-9233,김종민 이사,박대철,10252,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,아이스크림 파우더 및 팝콘의 유통,FⅡ,,
501,KAB,미성포장산업㈜,,135-81-16205,경기,"경기 용인시 처인구 모현읍 오산로13번길 48-2 (오산리, 미성포장)",1,031-334-5744,seykyu@hanmail.net,031-334-0598,오세규 대표,오세규,16885,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,포장재의 생산,I,,
502,KAB,㈜한경기획,,621-81-86842,서울,서울 마포구 토정로 318 (용강동),1,02-3144-7856,cms0914@hkcomm.co.kr,02-3144-7866,최명수,한경민,4165,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,"프랜차이즈 사업 및 운영 (떡볶이, 튀김, 돈까스, 스테이크)",FⅠ,,
503,KAB,광채식품,,304-08-83030,충북,충북 제천시 고명로 175 (고명동),1,043-653-2300,jsk6532300@nate.com,043-653-2310,지상규 대표,지상규,27134,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,고추가루의 생산,CⅣ,,
504,KAB,㈜탐란코리아,,314-86-26427,세종,세종특별자치시 연동면 원합강1길 99 (명학리),1,044-862-4966,tamlan0201@naver.com,044-862-4966,민계식 대표,민계식,30067,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,건강기능식품 (송침유 사용)의 유통,GⅡ,,
505,KAB,(유)바다향,,401-81-43574,전북,"전북 군산시 서수면 상장곤윗길 79-1 (마룡리, 유)바다향)",1,063-451-0034,r10034@hanmail.net,063-461-6668,유형주 대리,금기홍,54052,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,조미김의 제조,CⅣ,,
506,KAB,농업회사법인 생기찬㈜,,418-81-42404,전북,전북 무주군 무풍면 금척로 63 (금평리),1,063-324-4893,700ask@hanmail.net,063-324-4892,조현숙 이사,최영,55560,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,사과주스와 오미자 발효원액의 제조,CⅡ,,
507,KAB,㈜금산몰,,305-81-99218,충남,충남 금산군 금산읍 엄나무길 8-4 (신대리),1,041-753-0222,cc2838@naver.com,041-752-9988,진창순 이사,서병훈,32724,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,인삼류 및 홍삼류의 가공식품,CⅡ,,
508,KAB,㈜엘림아이앤씨,,589-86-00415,경기,경기 파주시 경의로 1092 (야당동),1,031-8074-0922,longing_01@naver.com,0505-820-1311,오제희 대표,오제희,10908,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,"홍삼 제품의 생산 (엑기스, 절편, 환)",CⅡ,,
509,KAB,㈜제이케이글로벌,,137-81-90031,서울,"서울 금천구 가산디지털2로 115 (가산동, 대륭테크노타운3차)",1,02-6959-9259,hs7961264@naver.com,02-6959-9260,박영민 차장,박정근,8505,ISO 22000:2005,,2016-08-03,,2025-06-13,2028-06-12,염지육과 후라이드 치킨의 생산 및 유통,CⅣ,,
510,KAB,동림푸드㈜,인증완료,226-81-40826,강원,강원특별자치도 강릉시 사천면 한과마을길 58 (노동리),1,033-648-8811,always6472@hanmail.net,033-648-8814,이정민 차장,김형익,25437,ISO 22000:2018/FSSC 22000(Version 6),KOR/FSMS/00340/7685,2019-09-03,,2025-09-03,2028-09-02,동결 건조식품의 제조,CⅣ,,
511,KAB,주식회사 해농,,347-87-01156,전남,"전남 나주시 동수농공단지길 30-91 (운곡동, 해농식품)",1,061-336-9934,leomin61@daum.net,061-336-9930,석민철 팀장,조명추,58275,ISO 22000:2005,,2019-09-03,,2025-09-03,2028-09-02,"조미김, 김밥김, 마른김, 구운김, 스시김, 미역, 다시마의 제조",CⅠ,,
512,KAB,㈜웰빙을만드는사람들,,117-81-67502,서울,서울 은평구 연서로 313-1 (불광동),1,02-2653-2009,gao@bbongdderak.com,02-2061-8208,김유광 실장,명정길,3343,ISO 22000:2005,,2019-09-03,,2025-09-03,2028-09-02,파우더(피자 도우용)와 치츠의 유통,FⅡ,,
513,KAB,㈜이앤케이,,816-81-00442,부산,"부산 서구 원양로 35 (암남동, 국제수산물도매시장)",1,051-220-8222,sbutterfly27@gmail.com,051-220-8224,서지현,송연실,49277,ISO 22000:2005,,2019-09-03,,2025-09-03,2028-09-02,냉동 수산물의 보관 및 유통,GⅠ,,
514,KAB,제너럴바이오 주식회사,심사진행,402-81-76985,전북,전북 남원시 송동면 용투산로 254 (신평리),1,063-263-0001,jwy@generalbio.co.kr,0505-302-0133,장운용 차장,서정훈,55793,ISO 22000:2018,KOR/FSMS/00406/8110,2017-09-25,,2023-09-25,2026-09-24,인삼제품 및 인삼파우더의 제조,CⅣ,,
515,KAB,그린영광굴비,,470-08-00715,전남,전남 영광군 백수읍 해안로 1363 (구수리),1,061-351-8004,cyj3992@hanmail.net,061-351-8009,김삼숙 대표,김삼숙,57025,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,굴비 및 고추장 굴비의 제조,CⅠ,,
516,KAB,김포파주인삼농협 인삼가공공장,,141-82-00137,경기,경기 김포시 대곶면 대명항로 516-29 (대명리),1,031-987-0176,befpp@naver.com,031-997-1608,박지윤 팀장,조재열,10040,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"인삼, 홍삼의 가공식품, 인삼 쌀맥주의 제조",CⅣ,,
517,KAB,농업회사법인 주식회사 한씨떡집,,818-87-00265,세종,세종특별자치시 부강면 오대길 9 (부강리),1,044-275-4272,freesua@nate.com,044-5347-4272,조수아 팀장,한임희,30075,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,떡류의 생산,CⅣ,,
518,KAB,농업회사법인㈜ 약령시사람들,,504-81-66842,대구,대구 중구 남성로 15 (남성로),1,053-428-8002,People66842@naver.com,053-256-6434,양대석 대표,양대석,41934,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,경옥고를 이용한 Herbal 제품의 생산,K,,
519,KAB,단풍만나원영농조합법인,,404-81-40746,전북,전북 정읍시 월영2길 11-16 (쌍암동),1,063-532-7319,dpmnw@naver.com,063-532-7320,김훈철 대표,김훈철,56199,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"울외장아찌, 무장아찌, 여주주박장아찌의 제조",CⅡ,,
520,KAB,㈜유명,,616-86-14579,제주,제주특별자치도 제주시 일주서로 7785 (노형동),1,064-744-3389,sgt96@hanmail.net,064-749-3389,김동주 부장,정명관,63116,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"돈육, 우육, 계육의 가공",CⅠ,,
521,KAB,㈜올즙,,212-87-00211,충남,충남 금산군 추부면 다복로 600 (마전리),1,02-2249-4149,alljeup@naver.com,02-750-6221,손동욱 대표,손동욱,32714,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"과채음료, 과채주스, 액상차의 제조",CⅣ,,
522,KAB,참자연㈜,,312-86-26213,충남,"충남 천안시 서북구 직산읍 직산로 136 (삼은리, (재)충남테크노파크천안밸리)",1,043-583-0646,Blackbean09@hanmail.net,043-583-0646,정남수 대표,정남수,31035,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,검은 콩 및 혼합분말의 제조,CⅡ,,
523,KAB,함초닷컴,,415-08-69226,전남,"전남 해남군 해남읍 북부순환로 22 (해리, 우슬타운)",1,061-535-4240,hamcho12@naver.com,061-532-8331,박동인 이사,민경례,59024,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"함초가공제품(소금, 환)의 제조",CⅣ,,
524,KAB,데이웰즈,,431-08-00568,대구,대구 달서구 장기로10길 39 (성당동),1,053-985-0962,daywellz00@naver.com,053-985-0962,황정흥 대표,황정흥,42671,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"액상차, 과채주스, 흑마늘분말의 제조",CⅡ,,
525,KAB,㈜진산사이언스,,305-81-93572,충남,충남 금산군 군북면 송림길 167 (호티리),1,041-751-3698,jinsan2008@naver.com,041-751-2658,조정주 팀장,권혜정,32722,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"홍삼 제품 (진액, 분말, 말랭이, 농축액)의 제조",CⅣ,,
526,KAB,㈜비케이바이오,,215-86-23837,제주,"제주특별자치도 제주시 구좌읍 일주동로 2706-38 (한동리, BK bio)",1,064-754-8600,bkhan@bkbio.com,064-782-6188,최혁준 대표,최혁준,63359,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"착즙음료(과일,채소)의 제조",CⅣ,,
527,KAB,삼장협동조합,,758-86-00312,충남,"충남 금산군 금산읍 인삼약초로 45 (중도리, 금산국제인삼시장조합, 약초상가)",1,041-754-5056,mylove2208@never.com,041-751-4790,서병희 대표,서병희,32739,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"홍삼추출액, 홍삼정과, 홍삼농축액의 제조",CⅣ,,
528,KAB,홍삼365(홍삼인),,305-25-53967,충남,충남 금산군 금산읍 군청5길 29 (상리),1,041-751-2600,cjh3323@daum.net,02-751-0599,최재형 대표,최재형,32732,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"홍삼캔디, 홍삼과자의 제조",CⅡ,,
529,KAB,농업회사법인 (유)평강,,465-88-00898,전북,전북 김제시 순동산단길 151 (순동),1,063-546-5548,fog1028@hanmail.net,063-548-5548,김영복 대표,김영복,54368,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,구운계란의 제조,CⅢ,,
530,KAB,경주전통술도가,,702-30-00670,경북,경북 경주시 건천읍 천포방내길 31-88 (조전리),1,054-777-0039,seng5545@naver.com,054-753-0039,최경식 이사,최윤지,38181,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,막걸리의 제조,CⅣ,,
531,KAB,두미원 영농조합법인,,415-81-2003,전남,"전남 해남군 삼산면 구림큰길 2-9 (구림리, 두미원)",1,061-534-6664,enaldnjs6878@hanmail.net,061-6244-0954,서하림 팀장,김연아,59047,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"장류(된장, 고추장, 간장) 및 누룽지의 제조",CⅣ,,
532,KAB,농업회사법인 제주와이너리(유),,616-81-78281,제주,제주특별자치도 제주시 애월읍 용흥7길 23 (신엄리),1,064-799-5500,kps8495@hanmail.net,064-799-5503,김판수 이사,김용범,63048,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,감귤술의 제조,CⅣ,,
533,KAB,농업회사법인 ㈜다고,,685-88-00527,전남,전남 해남군 해남읍 부흥길 57-7 (백야리),1,061-536-9990,dagotea@naver.com,061-532-4911,김원청 대표,김원청,59046,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"차(맥문동, 야관문, 오가피, 돼지감자, 비트)의 제조",CⅣ,,
534,KAB,대대로 영농조합법인,,415-81-13462,전남,전남 진도군 군내면 명량대첩로 288-23 (둔전리),1,061-542-3399,manhonghongji@hanmail.net,061-542-2266,김애란 대표,김애란,58902,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,진도홍주의 제조,CⅣ,,
535,KAB,환길산업,,411-16-90983,전남,전남 목포시 원산로60번길 6 (산정동),1,061-272-7147,love4562580@naver.com,061-272-7146,박창명 상무,박승남,58640,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,해초무침의 제조,CⅡ,,
536,KAB,㈜보양,,417-81-03806,전남,전남 여수시 율촌면 여순로 607-12 (취적리),1,061-682-9661,ksk2002_kr@nate.com,061-273-2793,김성기 팀장,조규진,59604,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,미역과 다시마제품의 제조,CⅡ,,
537,KAB,㈜네츄어스베스트푸드,,303-81-70379,충북,충북 음성군 삼성면 대청로 115-15 (청용리),1,043-881-0287,tkfkdgo9921@naver.com,043-882-0287,윤보연 차장,"김동희, RONALD BRENT RE",27658,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"귀리가공품(쌀귀리, 스틸컷, 퀵오토, 귀리가루)의 제조",CⅣ,,
538,KAB,삼호주조장,,411-07-83156,전남,전남 영암군 삼호읍 대불주거5로 154 (용앙리),1,061-464-3588,Wjdaod4869@naver.com,061-462-5874,정명희 실장,이부송,58457,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"막걸리, 동동주, 무화과 동동주의 제조",CⅣ,,
539,KAB,㈜농업회사법인 술빚는 전가네,,231-81-07057,경기,경기 포천시 영북면 산정호수로322번길 28 (산정리),1,031-532-9708,happykb@empas.com,031-534-9708,전기보 대표,전기보,11103,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,전통주의 제조,CⅣ,,
540,KAB,삼정수산,,227-04-72242,강원,"강원 양양군 강현면 물치천로 130 (강선리, 삼정냉동)",1,033-673-7711,s6717771@hanmail.net,033-673-9911,하주연 주임,주경범,25000,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"홍게살(다리, 몸통)에 대한 개발, 제조, 가공 및 부가서비스?",CⅠ,,
541,KAB,농업회사법인 청현㈜,,412-81-51827,제주,제주특별자치도 서귀포시 성산읍 일주동로 5041 (신산리),1,064-782-7701,eric1004kdc@naver.com,064-782-7731,권두철 과장,석영대,63634,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"삼계탕, 닭백수, 닭개장, 닭곰탕의 제조",CⅢ,,
542,KAB,에덴식품영농조합,,416-81-57482,전남,전남 고흥군 두원면 연강예회길 311 (예회리),1,061-834-3881,edenfood1998@hanmail.net,061-834-3880,김경욱 부장,송재철,59513,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,유자쥬스의 제조,CⅡ,,
543,KAB,홍일식품,,507-04-45302,경북,경북 영덕군 강구면 금호샛길 115-26 (금호리),1,054-734-8114,hongge1@naver.com,054-734-8113,이영민 차장,김은태,36452,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"홍게맛 제품 (장소스, 된장, 고추장, 국수)의 제조",CⅣ,,
544,KAB,초하루,,889-33-00264,제주,제주특별자치도 제주시 애월읍 일주서로 6254-3 (애월리),1,064-743-3007,gil3258@naver.com,064-747-5116,박재길,조경애,63044,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,천연발효초의 제조,CⅣ,,
545,KAB,금산진생협동조합,,305-86-34961,충남,충남 금산군 금산읍 금산천1길 103-4 (중도리),1,041-753-6555,gincoop@naver.com,041-753-3381,정원식 대표,정원식,32740,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,인삼가공품의 제조,CⅣ,,
546,KAB,구수담 영농조합법인,,224-81-48593,강원,강원 평창군 방림면 서동로 659-90 (운교리),1,033-334-1600,gusdam.com@hanmail.net,033-334-1601,백승석 대표,백승석,25366,ISO 22000:2018,,2017-09-25,,2023-09-25,2026-09-24,"장류(된장, 고추장, 간장), 절임류(더덕구이, 장아찌), 황태구이의 제조",CⅡ,,
547,KAB,㈜운석,,117-81-32788,전남,전남 곡성군 삼기면 곡순로 1332 (괴소리),1,061-362-3010,3gloria@hanmail.net,061-362-3079,이승우 대표,이승우,57522,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,"사료(발효 사료), 소스(발효 소스), 과일 발효음료의 제조",CⅣ,,
548,KAB,배금초,,422-68-00118,경북,경북 김천시 구성면 부항로 2156 (마산리),1,054-437-7616,jhsklnjhs@naver.com,054-437-7616,정현선 대표,정현선,39684,ISO 22000:2005,,2017-09-25,,2023-09-25,2026-09-24,천연발효식초의 제조,CⅣ,,
